event_name,bet_type,pick,pick_ev,opponent,opponent_ev,risk_amount,win_amount,outcome,bet_result
The American Express,R1 Match-Up,"Griffin, Lanto (155)",0.08925799999999984,"Conners, Corey (-179)",-0.10636959999999995,22,34,win,34
The American Express,R1 Match-Up,"Duncan, Tyler (135)",0.057711499999999916,"Lee, Kyounghoon (-154)",-0.09264850000000002,14,19,loss,-14
The American Express,R1 Match-Up,"Day, Jason (125)",0.12529250000000003,"Rose, Justin (-145)",-0.15521970000000007,31,39,win,39
The American Express,R1 Match-Up,"Villegas, Camilo (120)",0.06376600000000021,"Harman, Brian (-141)",-0.1168363,16,19,loss,-16
The American Express,R2 Match-Up,"Mickelson, Phil (135)",0.05592550000000007,"Fowler, Rickie (-154)",-0.09139450000000005,15,20,loss,-15
The American Express,R2 Match-Up,"Varner III, Harold (105)",0.3717984999999999,"Zalatoris, Will (-125)",-0.40450600000000003,99,104,loss,-99
The American Express,R2 Match-Up,"Cantlay, Patrick (-141)",0.07940329999999984,"Scheffler, Scottie (120)",-0.18870599999999982,21,15,win,15
The American Express,R2 Match-Up,"Villegas, Camilo (145)",0.14490950000000002,"Harman, Brian (-164)",-0.14236909999999992,39,57,win,57
The American Express,R2 Match-Up,"Day, Jason (120)",0.09698600000000002,"Rose, Justin (-141)",-0.1426573000000001,26,31,loss,-26
The American Express,R2 Match-Up,"Duncan, Tyler (145)",0.09946200000000016,"Lee, Kyounghoon (-164)",-0.11250360000000004,26,38,win,38
The American Express,R3 Match-Up,"Varner III, Harold (-100)",0.23947999999999992,"Zalatoris, Will (-120)",-0.30412419999999984,62,62,win,62
The American Express,R3 Match-Up,"Mickelson, Phil (140)",0.08146399999999998,"Fowler, Rickie (-161)",-0.10998819999999987,21,29,win,29
The American Express,R3 Match-Up,"Duncan, Tyler (135)",0.061847500000000055,"Lee, Kyounghoon (-154)",-0.09555250000000004,16,22,loss,-16
The American Express,R3 Match-Up,"Villegas, Camilo (140)",0.11839999999999984,"Harman, Brian (-161)",-0.13491999999999993,31,43,loss,-31
The American Express,R4 Match-Up,"Henley, Russell (-110)",0.06346889999999994,"Bezuidenhout, Christiaan (-110)",-0.15346890000000002,17,15,win,15
The American Express,R4 Match-Up,"Varner III, Harold (-100)",0.22560000000000002,"Zalatoris, Will (-120)",-0.291424,61,61,loss,-61
The American Express,R4 Match-Up,"Hoge, Tom (-135)",0.09423380000000003,"Hodges, Lee (115)",-0.20207050000000015,25,18,win,18
Farmers Insurance Open,R1 Match-Up,"Day, Jason (145)",0.05389200000000005,"Matsuyama, Hideki (-164)",-0.0825575999999999,14,20,win,20
Farmers Insurance Open,R1 Match-Up,"Tringale, Cameron (105)",0.2131695,"Zalatoris, Will (-125)",-0.26522200000000007,56,59,win,59
Farmers Insurance Open,R1 Match-Up,"Reed, Patrick (115)",0.10492799999999991,"Leishman, Marc (-135)",-0.15422079999999994,28,32,loss,-28
Farmers Insurance Open,R1 Match-Up,"Berger, Daniel (-145)",0.11349030000000004,"Koepka, Brooks (125)",-0.23245749999999998,30,21,win,21
Farmers Insurance Open,R2 Match-Up,"Tringale, Cameron (105)",0.20218150000000001,"Zalatoris, Will (-125)",-0.25557399999999997,57,60,win,60
Farmers Insurance Open,R2 Match-Up,"Reed, Patrick (110)",0.09013099999999996,"Leishman, Marc (-130)",-0.14882470000000003,25,28,win,28
Farmers Insurance Open,R2 Match-Up,"Bezuidenhout, Christiaan (105)",0.053371999999999975,"Homa, Max (-125)",-0.12491200000000002,15,16,win,16
Farmers Insurance Open,R2 Match-Up,"DeChambeau, Bryson (-141)",0.09829880000000002,"Spieth, Jordan (120)",-0.21301599999999998,28,20,win,20
Farmers Insurance Open,R2 Match-Up,"Berger, Daniel (-145)",0.12074039999999986,"Koepka, Brooks (125)",-0.24211000000000005,34,23,win,23
Farmers Insurance Open,R3 Match-Up,"Johnson, Dustin (-120)",0.16933339999999997,"Zalatoris, Will (-100)",-0.27796,54,45,loss,-54
Farmers Insurance Open,R3 Match-Up,"Reed, Patrick (115)",0.1374789999999999,"Leishman, Marc (-135)",-0.18056439999999996,44,51,loss,-44
Farmers Insurance Open,R4 Match-Up,"Day, Jason (115)",0.16213949999999988,"Zalatoris, Will (-135)",-0.20052219999999987,48,55,loss,-48
Farmers Insurance Open,R4 Match-Up,"McNealy, Maverick (105)",0.06911599999999996,"Leishman, Marc (-125)",-0.13873599999999997,20,21,loss,-20
Farmers Insurance Open,R4 Match-Up,"Tringale, Cameron (-105)",0.07074499999999984,"Palmer, Ryan (-115)",-0.15681699999999987,21,20,win,20
AT&T Pebble Beach Pro-Am,R1 Match-Up,"Palmer, Ryan (110)",0.19483699999999993,"Spieth, Jordan (-130)",-0.23707689999999992,55,61,loss,-55
AT&T Pebble Beach Pro-Am,R1 Match-Up,"Todd, Brendon (105)",0.10374050000000001,"Knox, Russell (-125)",-0.16913800000000012,29,30,win,30
AT&T Pebble Beach Pro-Am,R1 Match-Up,"Aphibarnrat, Kiradech (205)",0.07000099999999998,"McNealy, Maverick (-256)",-0.09763980000000005,20,41,win,41
AT&T Pebble Beach Pro-Am,R1 Match-Up,"Dahmen, Joel (-135)",0.07213580000000008,"Walker, Jimmy (115)",-0.17476550000000002,20,15,loss,-20
AT&T Pebble Beach Pro-Am,R1 Match-Up,"Garnett, Brice (115)",0.06205699999999981,"Cink, Stewart (-135)",-0.1195252,17,20,win,20
AT&T Pebble Beach Pro-Am,R2 Match-Up,"Hagy, Brandon (150)",0.052649999999999864,"Sigg, Greyson (-169)",-0.07948539999999993,15,22,win,22
AT&T Pebble Beach Pro-Am,R2 Match-Up,"Palmer, Ryan (120)",0.2047420000000002,"Spieth, Jordan (-141)",-0.22641310000000003,58,70,loss,-58
AT&T Pebble Beach Pro-Am,R2 Match-Up,"Dahmen, Joel (-130)",0.09147049999999979,"Walker, Jimmy (110)",-0.19496499999999994,26,20,win,20
AT&T Pebble Beach Pro-Am,R3 Match-Up,"Perez, Pat (-169)",0.0932999000000001,"Watney, Nick (150)",-0.21902500000000014,26,15,win,15
AT&T Pebble Beach Pro-Am,R3 Match-Up,"Taylor, Nick (145)",0.06415750000000009,"Day, Jason (-164)",-0.08930349999999998,18,26,win,26
AT&T Pebble Beach Pro-Am,R4 Match-Up,"Dahmen, Joel (145)",0.2758864999999999,"Spieth, Jordan (-164)",-0.2284396999999999,80,116,loss,-80
AT&T Pebble Beach Pro-Am,R4 Match-Up,"Hoge, Tom (190)",0.059050999999999965,"Cantlay, Patrick (-233)",-0.09222170000000007,17,32,win,32
AT&T Pebble Beach Pro-Am,R4 Match-Up,"Power, Seamus (-105)",0.0881194999999999,"Day, Jason (-115)",-0.17347869999999999,26,25,win,25
WM Phoenix Open,R1 Match-Up,"Kirk, Chris (105)",0.09498699999999971,"Knox, Russell (-125)",-0.16145199999999993,27,28,win,28
WM Phoenix Open,R1 Match-Up,"Schauffele, Xander (-115)",0.0946606000000001,"Spieth, Jordan (-105)",-0.19149100000000008,27,23,win,23
WM Phoenix Open,R1 Match-Up,"Fitzpatrick, Matthew (145)",0.17367250000000012,"Matsuyama, Hideki (-164)",-0.16127049999999987,50,73,loss,-50
WM Phoenix Open,R2 Match-Up,"McCarthy, Denny (-110)",0.09395249999999988,"Pereira, Mito (-110)",-0.18395249999999996,27,25,loss,-27
WM Phoenix Open,R2 Match-Up,"Cantlay, Patrick (-100)",0.1398600000000001,"Thomas, Justin (-120)",-0.2129719,40,40,win,40
WM Phoenix Open,R2 Match-Up,"Schauffele, Xander (-120)",0.07073299999999993,"Spieth, Jordan (-100)",-0.17020000000000002,20,17,win,17
WM Phoenix Open,R2 Match-Up,"Ancer, Abraham (105)",0.09789800000000004,"Koepka, Brooks (-125)",-0.16400799999999993,28,29,loss,-28
WM Phoenix Open,R3 Match-Up,"Cantlay, Patrick (-115)",0.1677963,"Matsuyama, Hideki (-105)",-0.26775550000000004,48,42,loss,-48
WM Phoenix Open,R3 Match-Up,"Schauffele, Xander (-115)",0.12422529999999998,"Koepka, Brooks (-105)",-0.22232050000000003,36,31,loss,-36
WM Phoenix Open,R3 Match-Up,"Theegala, Sahith (110)",0.05153300000000005,"Hadwin, Adam (-130)",-0.11629210000000001,15,16,loss,-15
WM Phoenix Open,R4 Match-Up,"Cantlay, Patrick (-125)",0.05994800000000011,"Schauffele, Xander (105)",-0.15716300000000016,16,13,win,13
WM Phoenix Open,R4 Match-Up,"Todd, Brendon (105)",0.051813999999999805,"Mitchell, Keith (-125)",-0.12354399999999999,14,15,loss,-14
WM Phoenix Open,R4 Match-Up,"Theegala, Sahith (115)",0.07461300000000004,"Hadwin, Adam (-135)",-0.1296868000000001,20,23,win,23
WM Phoenix Open,R4 Match-Up,"Scheffler, Scottie (-110)",0.10180259999999985,"Koepka, Brooks (-110)",-0.19180260000000005,27,25,win,25
The Genesis Invitational,R1 Match-Up,"Bradley, Keegan (-100)",0.05132000000000003,"Hadwin, Adam (-120)",-0.13195780000000001,14,14,win,14
The Genesis Invitational,R1 Match-Up,"Fowler, Rickie (155)",0.1682824999999999,"Spieth, Jordan (-179)",-0.15471400000000002,46,71,loss,-46
The Genesis Invitational,R1 Match-Up,"Cantlay, Patrick (-169)",0.06321710000000014,"Koepka, Brooks (150)",-0.17172500000000002,17,10,win,10
The Genesis Invitational,R1 Match-Up,"Na, Kevin (-100)",0.052200000000000024,"Leishman, Marc (-120)",-0.13276299999999996,14,14,loss,-14
The Genesis Invitational,R1 Match-Up,"McNealy, Maverick (105)",0.07893550000000005,"Watson, Bubba (-125)",-0.147358,22,23,win,23
The Genesis Invitational,R2 Match-Up,"Fowler, Rickie (155)",0.11106049999999978,"Spieth, Jordan (-179)",-0.11970760000000003,30,46,loss,-30
The Genesis Invitational,R2 Match-Up,"Hovland, Viktor (-125)",0.06052400000000002,"Homa, Max (105)",-0.15781900000000004,16,13,win,13
The Genesis Invitational,R2 Match-Up,"McNealy, Maverick (-100)",0.05733999999999995,"Watson, Bubba (-120)",-0.13746609999999992,15,15,win,15
The Genesis Invitational,R3 Match-Up,"Scheffler, Scottie (-115)",0.11169629999999997,"Zalatoris, Will (-105)",-0.20925549999999993,30,26,win,26
The Genesis Invitational,R3 Match-Up,"Garcia, Sergio (-110)",0.0530212000000001,"Kim, Si Woo (-110)",-0.14302120000000007,14,13,win,13
The Genesis Invitational,R3 Match-Up,"Rahm, Jon (-120)",0.07792489999999996,"Cantlay, Patrick (-100)",-0.17806,21,17,loss,-21
The Genesis Invitational,R3 Match-Up,"Niemann, Joaquin (150)",0.05149999999999988,"Thomas, Justin (-169)",-0.07875399999999988,14,21,win,21
The Genesis Invitational,R4 Match-Up,"Smith, Cameron (-120)",0.12770090000000023,"Zalatoris, Will (-100)",-0.2324600000000001,36,30,win,30
The Genesis Invitational,R4 Match-Up,"Van Rooyen, Erik (115)",0.06934549999999984,"Spieth, Jordan (-135)",-0.12542379999999997,19,22,loss,-19
